#------it------------------t-----------------------dt---------------------xq1---------------------yq1---------------------vxq1--------------------vyq1--------------------xq2---------------------yq2---------------------vxq2--------------------vyq2----------
             0   0.0000000000000000E+00  1.0000000000000000E-02  2.8571428571399998E-01  0.0000000000000000E+00  0.0000000000000000E+00  2.8571428571399998E-01 -7.1428571428599996E-01  0.0000000000000000E+00  0.0000000000000000E+00 -7.1428571428599996E-01
          1000   9.9999999999999147E+00  1.0000000000000000E-02 -2.3973143647228151E-01 -1.5543831971559391E-01  1.5543902932791862E-01 -2.3973230686475996E-01  5.9932859118154425E-01  3.8859579928952787E-01 -3.8859766585586941E-01  5.9933073557952687E-01
          2000   2.0000000000000412E+01  1.0000000000000000E-02  1.1657544150073858E-01  2.6084874558120769E-01 -2.6085054187004292E-01  1.1657620057725782E-01 -2.9143860375225661E-01 -6.5212186395393745E-01  6.5212633085961980E-01 -2.9144045482046538E-01
          3000   3.0000000000001975E+01  1.0000000000000000E-02  4.4117602266061144E-02 -2.8228541889389308E-01  2.8228863149561806E-01  4.4118160411328565E-02 -1.1029400566530755E-01  7.0571354723571478E-01 -7.0572161740915107E-01 -1.1029544903823216E-01
          4000   4.0000000000000696E+01  1.0000000000000000E-02 -1.9061369256777716E-01  2.1283214644259557E-01 -2.1283509032846615E-01 -1.9061647803124210E-01  4.7653423142011203E-01 -5.3208036610724119E-01  5.3208764016477883E-01  4.7654123601908593E-01
          5000   4.9999999999998707E+01  1.0000000000000000E-02  2.7573528375479500E-01 -7.4837916389970324E-02  7.4839285460910565E-02  2.7574033962210159E-01 -6.8933820938794987E-01  1.8709479097517925E-01 -1.8709821402682325E-01 -6.8935086490770159E-01
          6000   5.9999999999996717E+01  1.0000000000000000E-02 -2.7205700145534328E-01 -8.7265406171578061E-02  8.7267446299267012E-02 -2.7206294292455058E-01  6.8014250363931406E-01  2.1816351542924220E-01 -2.1816871131995599E-01  6.8015733890739516E-01
          7000   6.9999999999990465E+01  1.0000000000000000E-02  1.8074814641358949E-01  2.2126911809878141E-01 -2.2127468584138488E-01  1.8075266051012912E-01 -4.5187036603460218E-01 -5.5317279524773555E-01  5.5318670248507829E-01 -4.5188160916011816E-01
          8000   7.9999999999981370E+01  1.0000000000000000E-02 -3.1208061706493925E-02 -2.8399911320966376E-01  2.8400753209869567E-01 -3.1208914013882941E-02  7.8020154266351088E-02  7.0999778302514549E-01 -7.1001888500653165E-01  7.8022236976377432E-02
          9000   8.9999999999972275E+01  1.0000000000000000E-02 -1.2839438450940943E-01  2.5523324776647693E-01 -2.5524144829624790E-01 -1.2839861708264522E-01  3.2098596127398094E-01 -6.3808311941709439E-01  6.3810354609998721E-01  3.2099658881380383E-01
         10000   9.9999999999963180E+01  1.0000000000000000E-02  2.4663363509780939E-01 -1.4422385047237005E-01  1.4422912706672605E-01  2.4664268032315362E-01 -6.1658408774538087E-01  3.6055962618142290E-01 -3.6057282052539946E-01 -6.1660673034628366E-01
         11000   1.0999999999995408E+02  1.0000000000000000E-02 -2.8539838915539395E-01 -1.3268515229053247E-02  1.3269176522954238E-02 -2.8540981439335411E-01  7.1349597288949118E-01  3.3171288072676393E-02 -3.3173037474603560E-02  7.1352453314209308E-01
         12000   1.1999999999994499E+02  1.0000000000000000E-02  2.3218096048960499E-01  1.6649302633753993E-01 -1.6650025998796331E-01  2.3219102317996757E-01 -5.8045240122481978E-01 -4.1623256584443485E-01  4.1625064542449697E-01 -5.8047752441032918E-01
         13000   1.2999999999993591E+02  1.0000000000000000E-02 -1.0411956411383458E-01 -2.6605747109485217E-01  2.6607021749546150E-01 -1.0412445554662116E-01  2.6029891028495705E-01  6.6514367773806171E-01 -6.6517561363107691E-01  2.6031109181222850E-01
