# it, index, xp, yp, rhopswarm, aps
1.901387899999999931e+01,1.000000000000000000e+00,9.815850000000000408e-01,1.025808000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.911501700000000170e+01,1.000000000000000000e+00,9.813520000000000021e-01,1.020540000000000003e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.921615399999999951e+01,1.000000000000000000e+00,9.811180000000000456e-01,1.015271000000000035e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.931729199999999835e+01,1.000000000000000000e+00,9.808810000000000029e-01,1.009999000000000091e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.941843000000000075e+01,1.000000000000000000e+00,9.806430000000000424e-01,1.004725000000000090e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.951956699999999856e+01,1.000000000000000000e+00,9.804019999999999957e-01,9.994480000000000031e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.960047700000000148e+01,1.000000000000000000e+00,9.802079999999999682e-01,9.952260000000000550e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.970161500000000032e+01,1.000000000000000000e+00,9.799639999999999462e-01,9.899459999999999926e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.980275299999999916e+01,1.000000000000000000e+00,9.797169999999999490e-01,9.846639999999999837e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.990389000000000053e+01,1.000000000000000000e+00,9.794680000000000053e-01,9.793789999999999996e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000502799999999937e+01,1.000000000000000000e+00,9.792170000000000041e-01,9.740929999999999866e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.010616600000000176e+01,1.000000000000000000e+00,9.789639999999999453e-01,9.688039999999999985e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.020730299999999957e+01,1.000000000000000000e+00,9.787090000000000511e-01,9.635129999999999528e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.030844099999999841e+01,1.000000000000000000e+00,9.784509999999999597e-01,9.582199999999999607e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.040957900000000080e+01,1.000000000000000000e+00,9.781910000000000327e-01,9.529250000000000220e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.051071599999999862e+01,1.000000000000000000e+00,9.779290000000000482e-01,9.476269999999999971e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.061185400000000101e+01,1.000000000000000000e+00,9.776650000000000063e-01,9.423280000000000545e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.071299199999999985e+01,1.000000000000000000e+00,9.773979999999999890e-01,9.370260000000000256e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.081412900000000121e+01,1.000000000000000000e+00,9.771300000000000541e-01,9.317220000000000502e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.091526700000000005e+01,1.000000000000000000e+00,9.768580000000000041e-01,9.264149999999999885e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.101640499999999889e+01,1.000000000000000000e+00,9.765850000000000364e-01,9.211070000000000091e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.111754200000000026e+01,1.000000000000000000e+00,9.763089999999999824e-01,9.157960000000000544e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.121867999999999910e+01,1.000000000000000000e+00,9.760309999999999819e-01,9.104830000000000423e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.131981700000000046e+01,1.000000000000000000e+00,9.757500000000000062e-01,9.051679999999999726e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.140072800000000086e+01,1.000000000000000000e+00,9.755239999999999467e-01,9.009139999999999926e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.150186499999999867e+01,1.000000000000000000e+00,9.752389999999999670e-01,8.955940000000000012e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.160300300000000107e+01,1.000000000000000000e+00,9.749520000000000408e-01,8.902729999999999810e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.170414099999999991e+01,1.000000000000000000e+00,9.746620000000000283e-01,8.849489999999999856e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.180527800000000127e+01,1.000000000000000000e+00,9.743699999999999584e-01,8.796220000000000150e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.190641600000000011e+01,1.000000000000000000e+00,9.740750000000000242e-01,8.742940000000000156e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.200755399999999895e+01,1.000000000000000000e+00,9.737780000000000324e-01,8.689630000000000409e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.210869100000000032e+01,1.000000000000000000e+00,9.734779999999999545e-01,8.636300000000000088e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.220982899999999916e+01,1.000000000000000000e+00,9.731750000000000123e-01,8.582950000000000301e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.231096600000000052e+01,1.000000000000000000e+00,9.728710000000000413e-01,8.529569999999999652e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.241210399999999936e+01,1.000000000000000000e+00,9.725629999999999553e-01,8.476169999999999538e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.251324200000000175e+01,1.000000000000000000e+00,9.722530000000000339e-01,8.422739999999999672e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.261437899999999956e+01,1.000000000000000000e+00,9.719400000000000261e-01,8.369299999999999518e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.271551699999999840e+01,1.000000000000000000e+00,9.716249999999999609e-01,8.315829999999999611e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.281665500000000080e+01,1.000000000000000000e+00,9.713070000000000315e-01,8.262329999999999952e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.291779199999999861e+01,1.000000000000000000e+00,9.709870000000000445e-01,8.208820000000000006e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.301893000000000100e+01,1.000000000000000000e+00,9.706630000000000535e-01,8.155280000000000307e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.312006799999999984e+01,1.000000000000000000e+00,9.703370000000000051e-01,8.101709999999999745e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.320097799999999921e+01,1.000000000000000000e+00,9.700750000000000206e-01,8.058849999999999625e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.330211500000000058e+01,1.000000000000000000e+00,9.697440000000000504e-01,8.005240000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.340325299999999942e+01,1.000000000000000000e+00,9.694099999999999939e-01,7.951610000000000067e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.350439099999999826e+01,1.000000000000000000e+00,9.690739999999999910e-01,7.897960000000000536e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.360552799999999962e+01,1.000000000000000000e+00,9.687339999999999840e-01,7.844280000000000141e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.370666599999999846e+01,1.000000000000000000e+00,9.683920000000000305e-01,7.790580000000000283e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.380780400000000085e+01,1.000000000000000000e+00,9.680469999999999908e-01,7.736859999999999848e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.390894099999999867e+01,1.000000000000000000e+00,9.676989999999999759e-01,7.683109999999999662e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.401007900000000106e+01,1.000000000000000000e+00,9.673490000000000144e-01,7.629340000000000011e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.411121699999999990e+01,1.000000000000000000e+00,9.669950000000000490e-01,7.575539999999999496e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.421235400000000126e+01,1.000000000000000000e+00,9.666390000000000260e-01,7.521719999999999517e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.431349200000000010e+01,1.000000000000000000e+00,9.662789999999999990e-01,7.467880000000000074e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.441462999999999894e+01,1.000000000000000000e+00,9.659170000000000256e-01,7.414009999999999767e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.451576700000000031e+01,1.000000000000000000e+00,9.655510000000000481e-01,7.360119999999999996e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.461690499999999915e+01,1.000000000000000000e+00,9.651830000000000132e-01,7.306209999999999649e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.471804300000000154e+01,1.000000000000000000e+00,9.648109999999999742e-01,7.252269999999999550e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.481917999999999935e+01,1.000000000000000000e+00,9.644369999999999887e-01,7.198309999999999986e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.490008999999999872e+01,1.000000000000000000e+00,9.641349999999999643e-01,7.155120000000000369e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500122800000000112e+01,1.000000000000000000e+00,9.637550000000000283e-01,7.101119999999999655e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.510236599999999996e+01,1.000000000000000000e+00,9.633720000000000061e-01,7.047090000000000298e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.520350300000000132e+01,1.000000000000000000e+00,9.629849999999999799e-01,6.993040000000000367e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.530464100000000016e+01,1.000000000000000000e+00,9.625960000000000072e-01,6.938959999999999573e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.540577899999999900e+01,1.000000000000000000e+00,9.622030000000000305e-01,6.884860000000000424e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.550691600000000037e+01,1.000000000000000000e+00,9.618069999999999675e-01,6.830730000000000413e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.560805399999999921e+01,1.000000000000000000e+00,9.614080000000000403e-01,6.776590000000000114e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.570919200000000160e+01,1.000000000000000000e+00,9.610060000000000269e-01,6.722409999999999775e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.581032899999999941e+01,1.000000000000000000e+00,9.606000000000000094e-01,6.668220000000000258e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.591146699999999825e+01,1.000000000000000000e+00,9.601910000000000167e-01,6.613999999999999879e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.601260500000000064e+01,1.000000000000000000e+00,9.597790000000000488e-01,6.559749999999999748e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.611374199999999846e+01,1.000000000000000000e+00,9.593629999999999658e-01,6.505490000000000439e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.621488000000000085e+01,1.000000000000000000e+00,9.589440000000000186e-01,6.451189999999999980e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.631601799999999969e+01,1.000000000000000000e+00,9.585219999999999851e-01,6.396880000000000344e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.641715500000000105e+01,1.000000000000000000e+00,9.580959999999999477e-01,6.342539999999999845e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.651829299999999989e+01,1.000000000000000000e+00,9.576670000000000460e-01,6.288179999999999881e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.661943099999999873e+01,1.000000000000000000e+00,9.572340000000000293e-01,6.233790000000000164e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.670034100000000166e+01,1.000000000000000000e+00,9.568849999999999856e-01,6.190259999999999652e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.680147799999999947e+01,1.000000000000000000e+00,9.564460000000000184e-01,6.135829999999999895e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.690261599999999831e+01,1.000000000000000000e+00,9.560039999999999649e-01,6.081379999999999564e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.700375400000000070e+01,1.000000000000000000e+00,9.555580000000000185e-01,6.026899999999999480e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.710489099999999851e+01,1.000000000000000000e+00,9.551079999999999570e-01,5.972399999999999931e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.720602900000000091e+01,1.000000000000000000e+00,9.546550000000000313e-01,5.917879999999999807e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.730716699999999975e+01,1.000000000000000000e+00,9.541979999999999906e-01,5.863329999999999931e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.740830400000000111e+01,1.000000000000000000e+00,9.537369999999999459e-01,5.808759999999999479e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.750944199999999995e+01,1.000000000000000000e+00,9.532730000000000370e-01,5.754169999999999563e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.761057999999999879e+01,1.000000000000000000e+00,9.528050000000000130e-01,5.699549999999999894e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.771171700000000016e+01,1.000000000000000000e+00,9.523329999999999851e-01,5.644909999999999650e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.781285499999999900e+01,1.000000000000000000e+00,9.518579999999999819e-01,5.590239999999999654e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.791399300000000139e+01,1.000000000000000000e+00,9.513779999999999459e-01,5.535550000000000193e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.801512999999999920e+01,1.000000000000000000e+00,9.508950000000000458e-01,5.480840000000000156e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.811626800000000159e+01,1.000000000000000000e+00,9.504080000000000306e-01,5.426109999999999545e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.821740499999999940e+01,1.000000000000000000e+00,9.499180000000000401e-01,5.371350000000000291e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.831854299999999824e+01,1.000000000000000000e+00,9.494230000000000169e-01,5.316570000000000462e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.841968100000000064e+01,1.000000000000000000e+00,9.489250000000000185e-01,5.261770000000000058e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.850059100000000001e+01,1.000000000000000000e+00,9.485230000000000050e-01,5.217910000000000048e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.860172899999999885e+01,1.000000000000000000e+00,9.480169999999999986e-01,5.163069999999999604e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.870286600000000021e+01,1.000000000000000000e+00,9.475080000000000169e-01,5.108200000000000518e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.880400399999999905e+01,1.000000000000000000e+00,9.469940000000000024e-01,5.053309999999999746e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.890514200000000145e+01,1.000000000000000000e+00,9.464759999999999840e-01,4.998400000000000065e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.900627899999999926e+01,1.000000000000000000e+00,9.459549999999999903e-01,4.943460000000000076e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.910741700000000165e+01,1.000000000000000000e+00,9.454289999999999639e-01,4.888509999999999800e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.920855399999999946e+01,1.000000000000000000e+00,9.448990000000000444e-01,4.833529999999999771e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.930969199999999830e+01,1.000000000000000000e+00,9.443650000000000100e-01,4.778519999999999990e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.941083000000000069e+01,1.000000000000000000e+00,9.438269999999999715e-01,4.723499999999999921e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.951196699999999851e+01,1.000000000000000000e+00,9.432840000000000114e-01,4.668459999999999832e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.961310500000000090e+01,1.000000000000000000e+00,9.427379999999999649e-01,4.613389999999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.971424299999999974e+01,1.000000000000000000e+00,9.421869999999999967e-01,4.558300000000000129e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.981538000000000110e+01,1.000000000000000000e+00,9.416309999999999958e-01,4.503190000000000248e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.991651799999999994e+01,1.000000000000000000e+00,9.410720000000000196e-01,4.448059999999999792e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.001765599999999878e+01,1.000000000000000000e+00,9.405080000000000107e-01,4.392900000000000138e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.011879300000000015e+01,1.000000000000000000e+00,9.399399999999999977e-01,4.337730000000000197e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.021993099999999899e+01,1.000000000000000000e+00,9.393669999999999520e-01,4.282529999999999948e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.030084099999999836e+01,1.000000000000000000e+00,9.389060000000000183e-01,4.238359999999999905e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.040197900000000075e+01,1.000000000000000000e+00,9.383259999999999934e-01,4.183129999999999904e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.050311599999999856e+01,1.000000000000000000e+00,9.377410000000000467e-01,4.127870000000000150e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.060425400000000096e+01,1.000000000000000000e+00,9.371509999999999563e-01,4.072600000000000109e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.070539199999999980e+01,1.000000000000000000e+00,9.365569999999999729e-01,4.017299999999999760e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.080652900000000116e+01,1.000000000000000000e+00,9.359589999999999854e-01,3.961979999999999946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.090766700000000000e+01,1.000000000000000000e+00,9.353559999999999652e-01,3.906649999999999845e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.100880499999999884e+01,1.000000000000000000e+00,9.347480000000000233e-01,3.851289999999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.110994200000000021e+01,1.000000000000000000e+00,9.341359999999999664e-01,3.795919999999999850e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.121107999999999905e+01,1.000000000000000000e+00,9.335189999999999877e-01,3.740519999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.131221800000000144e+01,1.000000000000000000e+00,9.328980000000000050e-01,3.685100000000000042e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.141335499999999925e+01,1.000000000000000000e+00,9.322709999999999608e-01,3.629669999999999841e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.151449300000000164e+01,1.000000000000000000e+00,9.316400000000000237e-01,3.574209999999999887e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.161563100000000048e+01,1.000000000000000000e+00,9.310049999999999715e-01,3.518740000000000201e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.171676799999999830e+01,1.000000000000000000e+00,9.303639999999999688e-01,3.463249999999999940e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.181790600000000069e+01,1.000000000000000000e+00,9.297189999999999621e-01,3.407740000000000213e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.191904399999999953e+01,1.000000000000000000e+00,9.290690000000000337e-01,3.352209999999999912e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.202018100000000089e+01,1.000000000000000000e+00,9.284139999999999615e-01,3.296660000000000146e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.210109099999999671e+01,1.000000000000000000e+00,9.278859999999999886e-01,3.252209999999999823e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.220222900000000266e+01,1.000000000000000000e+00,9.272219999999999906e-01,3.196629999999999749e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.230336700000000150e+01,1.000000000000000000e+00,9.265529999999999600e-01,3.141030000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.240450400000000286e+01,1.000000000000000000e+00,9.258800000000000363e-01,3.085419999999999829e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.250564200000000170e+01,1.000000000000000000e+00,9.252010000000000511e-01,3.029780000000000251e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.260678000000000054e+01,1.000000000000000000e+00,9.245170000000000332e-01,2.974129999999999829e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.270791700000000191e+01,1.000000000000000000e+00,9.238290000000000113e-01,2.918470000000000231e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.280905500000000075e+01,1.000000000000000000e+00,9.231350000000000389e-01,2.862779999999999769e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.291019299999999959e+01,1.000000000000000000e+00,9.224360000000000337e-01,2.807080000000000131e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.301133000000000095e+01,1.000000000000000000e+00,9.217319999999999958e-01,2.751370000000000204e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.311246799999999979e+01,1.000000000000000000e+00,9.210230000000000361e-01,2.695629999999999971e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.321360599999999863e+01,1.000000000000000000e+00,9.203080000000000149e-01,2.639889999999999737e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.331474299999999999e+01,1.000000000000000000e+00,9.195889999999999898e-01,2.584119999999999751e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.341588099999999883e+01,1.000000000000000000e+00,9.188640000000000141e-01,2.528340000000000032e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.351701899999999767e+01,1.000000000000000000e+00,9.181340000000000057e-01,2.472550000000000026e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.361815599999999904e+01,1.000000000000000000e+00,9.173989999999999645e-01,2.416739999999999999e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.371929399999999788e+01,1.000000000000000000e+00,9.166579999999999728e-01,2.360919999999999963e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.380020400000000080e+01,1.000000000000000000e+00,9.160620000000000429e-01,2.316249999999999976e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.390134199999999964e+01,1.000000000000000000e+00,9.153120000000000145e-01,2.260399999999999909e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.400247900000000101e+01,1.000000000000000000e+00,9.145569999999999533e-01,2.204540000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.410361699999999985e+01,1.000000000000000000e+00,9.137960000000000527e-01,2.148660000000000014e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.420475499999999869e+01,1.000000000000000000e+00,9.130300000000000082e-01,2.092769999999999908e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.430589200000000005e+01,1.000000000000000000e+00,9.122580000000000133e-01,2.036870000000000069e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.440702999999999889e+01,1.000000000000000000e+00,9.114809999999999857e-01,1.980959999999999943e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.450816799999999773e+01,1.000000000000000000e+00,9.106980000000000075e-01,1.925030000000000074e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.460930499999999910e+01,1.000000000000000000e+00,9.099099999999999966e-01,1.869089999999999918e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.471044299999999794e+01,1.000000000000000000e+00,9.091169999999999529e-01,1.813140000000000029e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.481158099999999678e+01,1.000000000000000000e+00,9.083170000000000410e-01,1.757180000000000131e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.491271799999999814e+01,1.000000000000000000e+00,9.075130000000000141e-01,1.701199999999999934e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.501385599999999698e+01,1.000000000000000000e+00,9.067020000000000080e-01,1.645220000000000016e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.511499299999999835e+01,1.000000000000000000e+00,9.058869999999999978e-01,1.589220000000000077e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.521613099999999719e+01,1.000000000000000000e+00,9.050650000000000084e-01,1.533220000000000138e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.531726900000000313e+01,1.000000000000000000e+00,9.042379999999999862e-01,1.477199999999999902e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.541840599999999739e+01,1.000000000000000000e+00,9.034050000000000136e-01,1.421169999999999933e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.551954400000000334e+01,1.000000000000000000e+00,9.025670000000000082e-01,1.365139999999999965e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.560045399999999916e+01,1.000000000000000000e+00,9.018920000000000270e-01,1.320310000000000095e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.570159199999999800e+01,1.000000000000000000e+00,9.010430000000000383e-01,1.264260000000000106e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.580272999999999683e+01,1.000000000000000000e+00,9.001879999999999882e-01,1.208199999999999968e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.590386699999999820e+01,1.000000000000000000e+00,8.993280000000000163e-01,1.152129999999999960e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.600500499999999704e+01,1.000000000000000000e+00,8.984619999999999829e-01,1.096059999999999951e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.610614300000000298e+01,1.000000000000000000e+00,8.975899999999999990e-01,1.039970000000000061e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.620727999999999724e+01,1.000000000000000000e+00,8.967119999999999536e-01,9.838900000000000423e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.630841800000000319e+01,1.000000000000000000e+00,8.958289999999999864e-01,9.277900000000000036e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.640955499999999745e+01,1.000000000000000000e+00,8.949390000000000400e-01,8.716899999999999649e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.651069300000000339e+01,1.000000000000000000e+00,8.940439999999999499e-01,8.155800000000000549e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.661183100000000223e+01,1.000000000000000000e+00,8.931430000000000202e-01,7.594700000000000062e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.671296799999999649e+01,1.000000000000000000e+00,8.922360000000000291e-01,7.033499999999999475e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.681410600000000244e+01,1.000000000000000000e+00,8.913229999999999764e-01,6.472300000000000275e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.691524400000000128e+01,1.000000000000000000e+00,8.904039999999999733e-01,5.911000000000000282e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.701638100000000264e+01,1.000000000000000000e+00,8.894790000000000196e-01,5.349700000000000288e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.711751900000000148e+01,1.000000000000000000e+00,8.885490000000000332e-01,4.788300000000000195e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.721865700000000032e+01,1.000000000000000000e+00,8.876119999999999566e-01,4.226900000000000102e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.731979400000000169e+01,1.000000000000000000e+00,8.866690000000000405e-01,3.665500000000000008e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.740070399999999751e+01,1.000000000000000000e+00,8.859099999999999753e-01,3.216299999999999715e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.750184200000000345e+01,1.000000000000000000e+00,8.849569999999999936e-01,2.654899999999999968e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.760298000000000229e+01,1.000000000000000000e+00,8.839970000000000327e-01,2.093400000000000122e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.770411699999999655e+01,1.000000000000000000e+00,8.830320000000000391e-01,1.531899999999999928e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.780525500000000250e+01,1.000000000000000000e+00,8.820599999999999552e-01,9.704000000000000820e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.790639300000000134e+01,1.000000000000000000e+00,8.810820000000000318e-01,4.088999999999999753e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.800753000000000270e+01,1.000000000000000000e+00,8.800989999999999647e-01,-1.526000000000000013e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.810866800000000154e+01,1.000000000000000000e+00,8.791090000000000293e-01,-7.141999999999999911e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.820980600000000038e+01,1.000000000000000000e+00,8.781130000000000324e-01,-1.275699999999999924e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.831094300000000175e+01,1.000000000000000000e+00,8.771109999999999740e-01,-1.837199999999999944e-02,0.000000000000000000e+00,0.000000000000000000e+00
