# t, l_px[0], l_py[0], l_vx[0], l_vy[0], l_px[1], l_py[1], l_vx[1], l_vy[1], l_aps[0], l_aps[1]
4.454102284988122307e+01,5.761166879297282550e-01,-4.854523581177869196e-01,-3.051514257460642698e-02,-5.703506738627742156e-02,2.338759853329007803e-16,-3.511309305104659047e-16,1.096536642565125349e-19,-1.114724530343104070e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.506693865101513552e+01,5.599151774829113082e-01,-5.153147849800785441e-01,-3.109256233180566348e-02,-5.652540190443652857e-02,2.339036662583495947e-16,-3.573068052260813876e-16,-4.386146570256143256e-21,-1.248063386079019063e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.559285445214904797e+01,5.434177301502730595e-01,-5.449045797009471892e-01,-3.164043703048042416e-02,-5.599871514361016989e-02,2.338713718453260025e-16,-3.642903951509427922e-16,-1.184259573970248334e-19,-1.407719121236496167e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.607831519165727485e+01,5.279402228780469830e-01,-5.719690873870117986e-01,-3.211946389144303138e-02,-5.549971559219353534e-02,2.338138806924708673e-16,-3.714884294418441135e-16,-6.462255946849806103e-20,-1.556614176808265636e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.660423099279118730e+01,5.109179619810306772e-01,-6.010126002802883560e-01,-3.260927412472383602e-02,-5.494784219994350988e-02,2.335936162344136912e-16,-3.797469270843572934e-16,-6.555827073682403379e-19,-1.556000116288430007e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.713014679392509976e+01,4.936460457470525642e-01,-6.297634020483573458e-01,-3.306893252999187210e-02,-5.438706052748439046e-02,2.330600368227520933e-16,-3.878185666506363923e-16,-1.456785480869128665e-18,-1.507313889358539231e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.765606259505901221e+01,4.761402396962430839e-01,-6.582175668210855646e-01,-3.349877081956423308e-02,-5.382019030344920019e-02,2.320899505097846950e-16,-3.955850417580269064e-16,-1.971426678446341356e-18,-1.438363665274045580e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.818197839619292466e+01,4.584161605014707708e-01,-6.863725257824969672e-01,-3.389906952302212950e-02,-5.324959229959717877e-02,2.309764911983394211e-16,-4.030184940392505082e-16,-1.971426678446341356e-18,-1.384852677116868830e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.870789419732683712e+01,4.404892050457545616e-01,-7.142269106583850613e-01,-3.427041315193866955e-02,-5.267750712955788367e-02,2.298451102620844127e-16,-4.103769475737455099e-16,-2.493378120307320551e-18,-1.398595936370352470e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.923380999846074957e+01,4.223743730437938271e-01,-7.417805084652424608e-01,-3.461372422183339043e-02,-5.210607838086505489e-02,2.284690370425365226e-16,-4.177623722663700915e-16,-2.581101051712527074e-18,-1.409999917453027315e-17,0.000000000000000000e+00,1.000000000000000056e-01
4.975972579959466202e+01,4.040860980163486493e-01,-7.690341944948607678e-01,-3.493020629387056514e-02,-5.153728200993567404e-02,2.271820751099138603e-16,-4.252099370877902717e-16,-2.517940541100778455e-18,-1.424503442112019898e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.028564160072857447e+01,3.856381886832342953e-01,-7.959897996119081887e-01,-3.522096218408632406e-02,-5.097275416812912380e-02,2.258546564400970007e-16,-4.327419642201949697e-16,-2.370566016340031420e-18,-1.438071255502690320e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.081155740186248693e+01,3.670439016601944604e-01,-8.226499418478618875e-01,-3.548705265500366746e-02,-5.041389164622706032e-02,2.246346492245851940e-16,-4.401371482134585327e-16,-2.376414211767045316e-18,-1.382279471128977339e-17,0.000000000000000000e+00,1.000000000000000056e-01
5.133747320299639938e+01,3.483159024032949080e-01,-8.490179531128170254e-01,-3.572966195012692442e-02,-4.986203697741323215e-02,2.233248801021055773e-16,-4.473467990294840966e-16,-2.604493833420582275e-18,-1.359471508963621640e-17,0.000000000000000000e+00,1.000000000000000056e-01
