# it, index, xp, yp, vx, vy, rhopswarm, aps
7.039181000000000132e+00,1.000000000000000000e+00,-9.913950000000000262e-01,1.635099999999999998e+00,2.511000000000000211e-03,-5.122199999999999670e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.120091000000000392e+00,1.000000000000000000e+00,-9.911910000000000442e-01,1.630954999999999933e+00,2.543000000000000121e-03,-5.124900000000000289e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.201000999999999763e+00,1.000000000000000000e+00,-9.909839999999999760e-01,1.626806999999999892e+00,2.575000000000000032e-03,-5.127700000000000313e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.322365999999999708e+00,1.000000000000000000e+00,-9.906690000000000218e-01,1.620581000000000049e+00,2.622999999999999898e-03,-5.131899999999999656e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.403275999999999968e+00,1.000000000000000000e+00,-9.904549999999999743e-01,1.616427999999999976e+00,2.654999999999999808e-03,-5.134799999999999781e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.524640999999999913e+00,1.000000000000000000e+00,-9.901299999999999546e-01,1.610193999999999903e+00,2.703999999999999806e-03,-5.139099999999999918e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.605552000000000312e+00,1.000000000000000000e+00,-9.899099999999999566e-01,1.606033999999999962e+00,2.736999999999999850e-03,-5.142100000000000143e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.726917000000000257e+00,1.000000000000000000e+00,-9.895749999999999824e-01,1.599790999999999963e+00,2.785999999999999848e-03,-5.146599999999999786e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.807826999999999629e+00,1.000000000000000000e+00,-9.893480000000000052e-01,1.595625999999999989e+00,2.818999999999999891e-03,-5.149600000000000011e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.929191999999999574e+00,1.000000000000000000e+00,-9.890029999999999655e-01,1.589372999999999925e+00,2.867999999999999890e-03,-5.154199999999999754e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.010101999999999833e+00,1.000000000000000000e+00,-9.887690000000000090e-01,1.585202000000000000e+00,2.900999999999999933e-03,-5.157300000000000079e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.131467000000000667e+00,1.000000000000000000e+00,-9.884140000000000148e-01,1.578940000000000010e+00,2.951000000000000064e-03,-5.161999999999999922e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.212377999999999290e+00,1.000000000000000000e+00,-9.881739999999999968e-01,1.574761999999999995e+00,2.984999999999999806e-03,-5.165100000000000247e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.333743000000000123e+00,1.000000000000000000e+00,-9.878090000000000481e-01,1.568489999999999940e+00,3.036000000000000070e-03,-5.169900000000000190e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.414652999999999494e+00,1.000000000000000000e+00,-9.875620000000000509e-01,1.564305999999999974e+00,3.069000000000000113e-03,-5.173200000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.536018000000000328e+00,1.000000000000000000e+00,-9.871860000000000079e-01,1.558024000000000076e+00,3.119999999999999944e-03,-5.178100000000000064e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.616927999999999699e+00,1.000000000000000000e+00,-9.869320000000000315e-01,1.553833000000000020e+00,3.154999999999999818e-03,-5.181499999999999995e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.738293000000000532e+00,1.000000000000000000e+00,-9.865460000000000340e-01,1.547541999999999973e+00,3.206000000000000082e-03,-5.186500000000000138e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.819202999999999903e+00,1.000000000000000000e+00,-9.862859999999999960e-01,1.543344000000000049e+00,3.240999999999999957e-03,-5.189900000000000069e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.900114000000000303e+00,1.000000000000000000e+00,-9.860219999999999541e-01,1.539144000000000068e+00,3.275000000000000133e-03,-5.193400000000000100e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.021478999999999360e+00,1.000000000000000000e+00,-9.856209999999999694e-01,1.532837000000000005e+00,3.327999999999999795e-03,-5.198599999999999749e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.102389000000000507e+00,1.000000000000000000e+00,-9.853509999999999769e-01,1.528629999999999933e+00,3.363000000000000104e-03,-5.202099999999999780e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.223753999999999564e+00,1.000000000000000000e+00,-9.849390000000000089e-01,1.522313000000000027e+00,3.415000000000000067e-03,-5.207400000000000223e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.304664000000000712e+00,1.000000000000000000e+00,-9.846620000000000372e-01,1.518097999999999947e+00,3.451000000000000074e-03,-5.210999999999999660e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.426028999999999769e+00,1.000000000000000000e+00,-9.842389999999999750e-01,1.511770999999999976e+00,3.504000000000000170e-03,-5.216500000000000303e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.506938999999999140e+00,1.000000000000000000e+00,-9.839550000000000241e-01,1.507549000000000028e+00,3.540000000000000178e-03,-5.220099999999999740e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.628304999999999225e+00,1.000000000000000000e+00,-9.835220000000000073e-01,1.501209999999999933e+00,3.593999999999999972e-03,-5.225699999999999790e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.709215000000000373e+00,1.000000000000000000e+00,-9.832290000000000196e-01,1.496979999999999977e+00,3.629999999999999980e-03,-5.229400000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.830579999999999430e+00,1.000000000000000000e+00,-9.827850000000000197e-01,1.490629999999999900e+00,3.684999999999999908e-03,-5.235100000000000170e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.911490000000000578e+00,1.000000000000000000e+00,-9.824859999999999705e-01,1.486393000000000075e+00,3.720999999999999915e-03,-5.238899999999999807e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.003285499999999963e+01,1.000000000000000000e+00,-9.820309999999999873e-01,1.480031000000000097e+00,3.775999999999999843e-03,-5.244700000000000056e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.011376500000000078e+01,1.000000000000000000e+00,-9.817240000000000411e-01,1.475786000000000042e+00,3.812999999999999983e-03,-5.248599999999999793e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.023513100000000087e+01,1.000000000000000000e+00,-9.812579999999999636e-01,1.469411999999999940e+00,3.869000000000000043e-03,-5.254600000000000243e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.031604100000000024e+01,1.000000000000000000e+00,-9.809430000000000094e-01,1.465159000000000100e+00,3.906000000000000184e-03,-5.258499999999999980e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.043740599999999930e+01,1.000000000000000000e+00,-9.804659999999999487e-01,1.458773000000000097e+00,3.963000000000000377e-03,-5.264599999999999835e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.051831600000000044e+01,1.000000000000000000e+00,-9.801440000000000152e-01,1.454512000000000027e+00,4.001000000000000216e-03,-5.268599999999999672e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.063968099999999950e+01,1.000000000000000000e+00,-9.796550000000000535e-01,1.448113999999999901e+00,4.057999999999999975e-03,-5.274800000000000322e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.072059100000000065e+01,1.000000000000000000e+00,-9.793250000000000011e-01,1.443845000000000045e+00,4.095999999999999815e-03,-5.278900000000000259e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.080150100000000002e+01,1.000000000000000000e+00,-9.789919999999999733e-01,1.439572000000000074e+00,4.133999999999999654e-03,-5.283100000000000296e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.092286700000000010e+01,1.000000000000000000e+00,-9.784859999999999669e-01,1.433156000000000097e+00,4.192000000000000413e-03,-5.289399999999999658e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.100377699999999948e+01,1.000000000000000000e+00,-9.781459999999999599e-01,1.428874999999999895e+00,4.231000000000000386e-03,-5.293699999999999795e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.112514200000000031e+01,1.000000000000000000e+00,-9.776289999999999702e-01,1.422446000000000099e+00,4.290000000000000410e-03,-5.300099999999999950e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.120605199999999968e+01,1.000000000000000000e+00,-9.772800000000000376e-01,1.418155999999999972e+00,4.329000000000000382e-03,-5.304400000000000087e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.132741700000000051e+01,1.000000000000000000e+00,-9.767510000000000359e-01,1.411713999999999913e+00,4.388999999999999672e-03,-5.310999999999999749e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.140832699999999988e+01,1.000000000000000000e+00,-9.763939999999999841e-01,1.407416000000000000e+00,4.428999999999999777e-03,-5.315399999999999986e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.152969299999999997e+01,1.000000000000000000e+00,-9.758529999999999704e-01,1.400959999999999983e+00,4.488999999999999935e-03,-5.322000000000000342e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.161060299999999934e+01,1.000000000000000000e+00,-9.754880000000000217e-01,1.396652999999999922e+00,4.529000000000000040e-03,-5.326499999999999985e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.173196800000000017e+01,1.000000000000000000e+00,-9.749349999999999961e-01,1.390184000000000086e+00,4.590000000000000330e-03,-5.333299999999999846e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.181287799999999955e+01,1.000000000000000000e+00,-9.745620000000000394e-01,1.385866999999999960e+00,4.630999999999999700e-03,-5.337900000000000283e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.193424300000000038e+01,1.000000000000000000e+00,-9.739959999999999729e-01,1.379383999999999943e+00,4.691999999999999990e-03,-5.344800000000000245e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.201515299999999975e+01,1.000000000000000000e+00,-9.736150000000000082e-01,1.375057999999999891e+00,4.734000000000000360e-03,-5.349399999999999988e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.213651800000000058e+01,1.000000000000000000e+00,-9.730360000000000120e-01,1.368560999999999916e+00,4.795999999999999916e-03,-5.356400000000000050e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.221742899999999921e+01,1.000000000000000000e+00,-9.726470000000000393e-01,1.364225999999999939e+00,4.838000000000000286e-03,-5.361199999999999993e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.233879400000000004e+01,1.000000000000000000e+00,-9.720560000000000311e-01,1.357715000000000005e+00,4.900999999999999975e-03,-5.368300000000000155e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.241970399999999941e+01,1.000000000000000000e+00,-9.716569999999999929e-01,1.353369000000000044e+00,4.943999999999999610e-03,-5.373100000000000098e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.250061400000000056e+01,1.000000000000000000e+00,-9.712560000000000082e-01,1.349020000000000108e+00,4.987000000000000113e-03,-5.377900000000000041e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.262197899999999962e+01,1.000000000000000000e+00,-9.706470000000000375e-01,1.342489000000000043e+00,5.050999999999999934e-03,-5.385199999999999709e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.270288900000000076e+01,1.000000000000000000e+00,-9.702359999999999873e-01,1.338128999999999902e+00,5.093999999999999570e-03,-5.390099999999999753e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.282425500000000085e+01,1.000000000000000000e+00,-9.696139999999999759e-01,1.331582999999999961e+00,5.159999999999999656e-03,-5.397600000000000314e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.290516500000000022e+01,1.000000000000000000e+00,-9.691950000000000287e-01,1.327213999999999894e+00,5.203000000000000159e-03,-5.402599999999999764e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.302652999999999928e+01,1.000000000000000000e+00,-9.685589999999999478e-01,1.320653000000000077e+00,5.270000000000000379e-03,-5.410100000000000325e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.310744000000000042e+01,1.000000000000000000e+00,-9.681309999999999638e-01,1.316273000000000026e+00,5.314000000000000147e-03,-5.415199999999999875e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.322880499999999948e+01,1.000000000000000000e+00,-9.674819999999999531e-01,1.309695999999999971e+00,5.381000000000000366e-03,-5.422799999999999843e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.330971500000000063e+01,1.000000000000000000e+00,-9.670450000000000434e-01,1.305306999999999995e+00,5.426000000000000267e-03,-5.428000000000000186e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.343107999999999969e+01,1.000000000000000000e+00,-9.663819999999999633e-01,1.298713999999999924e+00,5.493999999999999752e-03,-5.435700000000000254e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.351199100000000008e+01,1.000000000000000000e+00,-9.659360000000000168e-01,1.294313999999999965e+00,5.539999999999999786e-03,-5.441000000000000003e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.363335599999999914e+01,1.000000000000000000e+00,-9.652589999999999781e-01,1.287706000000000017e+00,5.609000000000000270e-03,-5.448900000000000271e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.371426600000000029e+01,1.000000000000000000e+00,-9.648029999999999662e-01,1.283295000000000075e+00,5.655000000000000304e-03,-5.454200000000000020e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.383563099999999935e+01,1.000000000000000000e+00,-9.641129999999999978e-01,1.276670999999999889e+00,5.725000000000000054e-03,-5.462199999999999694e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.391654100000000049e+01,1.000000000000000000e+00,-9.636479999999999491e-01,1.272248999999999963e+00,5.772000000000000221e-03,-5.467600000000000238e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.403790599999999955e+01,1.000000000000000000e+00,-9.629429999999999934e-01,1.265608999999999984e+00,5.843000000000000103e-03,-5.475700000000000012e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.411881699999999995e+01,1.000000000000000000e+00,-9.624679999999999902e-01,1.261176000000000075e+00,5.891000000000000403e-03,-5.481099999999999861e-02,0.000000000000000000e+00,0.000000000000000000e+00
