# it, index, xp, yp, vx, vy, rhopswarm, aps
2.811627000000000098e+00,1.000000000000000000e+00,9.996650000000000258e-01,1.849366000000000065e+00,-2.400000000000000061e-04,-5.005300000000000027e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.912764000000000131e+00,1.000000000000000000e+00,9.996399999999999730e-01,1.844303999999999943e+00,-2.480000000000000108e-04,-5.005600000000000327e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.013901999999999859e+00,1.000000000000000000e+00,9.996140000000000025e-01,1.839240999999999904e+00,-2.570000000000000127e-04,-5.006000000000000033e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.115040000000000031e+00,1.000000000000000000e+00,9.995880000000000321e-01,1.834178000000000086e+00,-2.660000000000000146e-04,-5.006399999999999739e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.216177000000000064e+00,1.000000000000000000e+00,9.995610000000000328e-01,1.829115000000000046e+00,-2.750000000000000166e-04,-5.006800000000000139e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.317314999999999792e+00,1.000000000000000000e+00,9.995319999999999760e-01,1.824051000000000089e+00,-2.840000000000000185e-04,-5.007199999999999845e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.418452999999999964e+00,1.000000000000000000e+00,9.995030000000000303e-01,1.818985999999999992e+00,-2.930000000000000204e-04,-5.007600000000000245e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.519589999999999996e+00,1.000000000000000000e+00,9.994729999999999448e-01,1.813922000000000034e+00,-3.009999999999999980e-04,-5.007999999999999952e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.600499999999999812e+00,1.000000000000000000e+00,9.994480000000000031e-01,1.809868999999999950e+00,-3.089999999999999756e-04,-5.008399999999999658e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.701637999999999984e+00,1.000000000000000000e+00,9.994169999999999998e-01,1.804804000000000075e+00,-3.179999999999999776e-04,-5.008800000000000058e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.802776000000000156e+00,1.000000000000000000e+00,9.993840000000000501e-01,1.799738000000000060e+00,-3.260000000000000094e-04,-5.009299999999999864e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.903913000000000189e+00,1.000000000000000000e+00,9.993509999999999893e-01,1.794670999999999905e+00,-3.350000000000000113e-04,-5.009799999999999670e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.005050999999999917e+00,1.000000000000000000e+00,9.993159999999999821e-01,1.789603999999999973e+00,-3.440000000000000132e-04,-5.010300000000000170e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.106188999999999645e+00,1.000000000000000000e+00,9.992809999999999748e-01,1.784537000000000040e+00,-3.530000000000000152e-04,-5.010799999999999976e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.207326000000000121e+00,1.000000000000000000e+00,9.992450000000000498e-01,1.779468999999999967e+00,-3.620000000000000171e-04,-5.011299999999999782e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.308463999999999849e+00,1.000000000000000000e+00,9.992079999999999851e-01,1.774399999999999977e+00,-3.719999999999999891e-04,-5.011800000000000282e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.409601999999999578e+00,1.000000000000000000e+00,9.991700000000000026e-01,1.769330999999999987e+00,-3.809999999999999910e-04,-5.012300000000000089e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.510739000000000054e+00,1.000000000000000000e+00,9.991309999999999913e-01,1.764261999999999997e+00,-3.899999999999999929e-04,-5.012899999999999995e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.611876999999999782e+00,1.000000000000000000e+00,9.990909999999999513e-01,1.759190999999999949e+00,-3.989999999999999949e-04,-5.013399999999999801e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.713015000000000398e+00,1.000000000000000000e+00,9.990499999999999936e-01,1.754121000000000041e+00,-4.079999999999999968e-04,-5.013999999999999707e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.814151999999999987e+00,1.000000000000000000e+00,9.990080000000000071e-01,1.749049000000000076e+00,-4.169999999999999987e-04,-5.014600000000000307e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.915289999999999715e+00,1.000000000000000000e+00,9.989660000000000206e-01,1.743977000000000110e+00,-4.260000000000000006e-04,-5.015200000000000213e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.016428000000000331e+00,1.000000000000000000e+00,9.989219999999999766e-01,1.738904999999999923e+00,-4.360000000000000269e-04,-5.015800000000000120e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.117564999999999920e+00,1.000000000000000000e+00,9.988780000000000436e-01,1.733832000000000040e+00,-4.449999999999999746e-04,-5.016400000000000026e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.218702999999999648e+00,1.000000000000000000e+00,9.988320000000000531e-01,1.728758000000000017e+00,-4.539999999999999765e-04,-5.016999999999999932e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.319841000000000264e+00,1.000000000000000000e+00,9.987859999999999516e-01,1.723683000000000076e+00,-4.640000000000000027e-04,-5.017699999999999938e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.400750999999999635e+00,1.000000000000000000e+00,9.987479999999999691e-01,1.719622999999999902e+00,-4.710000000000000102e-04,-5.018199999999999744e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.501888000000000112e+00,1.000000000000000000e+00,9.987000000000000322e-01,1.714547999999999961e+00,-4.800000000000000122e-04,-5.018899999999999750e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.603025999999999840e+00,1.000000000000000000e+00,9.986509999999999554e-01,1.709472000000000103e+00,-4.899999999999999842e-04,-5.019499999999999656e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.704163999999999568e+00,1.000000000000000000e+00,9.986009999999999609e-01,1.704395000000000104e+00,-4.989999999999999861e-04,-5.020199999999999663e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.805301000000000045e+00,1.000000000000000000e+00,9.985500000000000487e-01,1.699316999999999966e+00,-5.090000000000000123e-04,-5.020899999999999669e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.906438999999999773e+00,1.000000000000000000e+00,9.984979999999999967e-01,1.694237999999999911e+00,-5.180000000000000143e-04,-5.021599999999999675e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.007577000000000389e+00,1.000000000000000000e+00,9.984450000000000269e-01,1.689159000000000077e+00,-5.280000000000000405e-04,-5.022299999999999681e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.108713999999999977e+00,1.000000000000000000e+00,9.983910000000000284e-01,1.684080000000000021e+00,-5.370000000000000424e-04,-5.023099999999999787e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.209851999999999705e+00,1.000000000000000000e+00,9.983360000000000012e-01,1.678998999999999908e+00,-5.469999999999999602e-04,-5.023799999999999794e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.310990000000000322e+00,1.000000000000000000e+00,9.982799999999999452e-01,1.673918000000000017e+00,-5.569999999999999864e-04,-5.024599999999999900e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.412126999999999910e+00,1.000000000000000000e+00,9.982240000000000002e-01,1.668835000000000068e+00,-5.659999999999999884e-04,-5.025299999999999906e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.513264999999999638e+00,1.000000000000000000e+00,9.981659999999999977e-01,1.663753000000000037e+00,-5.760000000000000146e-04,-5.026100000000000012e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.614403000000000254e+00,1.000000000000000000e+00,9.981069999999999665e-01,1.658668999999999949e+00,-5.860000000000000408e-04,-5.026900000000000118e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.715539999999999843e+00,1.000000000000000000e+00,9.980470000000000175e-01,1.653583999999999943e+00,-5.959999999999999586e-04,-5.027700000000000224e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.816677999999999571e+00,1.000000000000000000e+00,9.979869999999999575e-01,1.648498999999999937e+00,-6.049999999999999606e-04,-5.028500000000000331e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.917816000000000187e+00,1.000000000000000000e+00,9.979249999999999510e-01,1.643413000000000013e+00,-6.149999999999999868e-04,-5.029399999999999843e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.018952999999999776e+00,1.000000000000000000e+00,9.978620000000000267e-01,1.638325999999999949e+00,-6.250000000000000130e-04,-5.030199999999999949e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.120091000000000392e+00,1.000000000000000000e+00,9.977979999999999627e-01,1.633237999999999968e+00,-6.350000000000000392e-04,-5.031000000000000055e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.201000999999999763e+00,1.000000000000000000e+00,9.977470000000000505e-01,1.629167000000000032e+00,-6.430000000000000169e-04,-5.031700000000000061e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.302139000000000379e+00,1.000000000000000000e+00,9.976810000000000400e-01,1.624077999999999911e+00,-6.530000000000000431e-04,-5.032600000000000268e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.403275999999999968e+00,1.000000000000000000e+00,9.976150000000000295e-01,1.618986999999999954e+00,-6.629999999999999609e-04,-5.033499999999999780e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.504413999999999696e+00,1.000000000000000000e+00,9.975469999999999615e-01,1.613895999999999997e+00,-6.729999999999999871e-04,-5.034399999999999986e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.605552000000000312e+00,1.000000000000000000e+00,9.974779999999999758e-01,1.608803999999999901e+00,-6.830000000000000134e-04,-5.035300000000000192e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.706688999999999901e+00,1.000000000000000000e+00,9.974089999999999900e-01,1.603711000000000109e+00,-6.939999999999999555e-04,-5.036199999999999705e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.807826999999999629e+00,1.000000000000000000e+00,9.973379999999999468e-01,1.598616999999999955e+00,-7.039999999999999817e-04,-5.037099999999999911e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.908965000000000245e+00,1.000000000000000000e+00,9.972659999999999858e-01,1.593522000000000105e+00,-7.140000000000000079e-04,-5.038100000000000217e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.010101999999999833e+00,1.000000000000000000e+00,9.971940000000000248e-01,1.588425999999999894e+00,-7.249999999999999500e-04,-5.038999999999999729e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.111240000000000450e+00,1.000000000000000000e+00,9.971200000000000063e-01,1.583329999999999904e+00,-7.349999999999999763e-04,-5.040000000000000036e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.212377999999999290e+00,1.000000000000000000e+00,9.970449999999999591e-01,1.578232000000000079e+00,-7.450000000000000025e-04,-5.041000000000000342e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.313515000000000654e+00,1.000000000000000000e+00,9.969689999999999941e-01,1.573132999999999893e+00,-7.560000000000000530e-04,-5.041899999999999854e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.414652999999999494e+00,1.000000000000000000e+00,9.968920000000000003e-01,1.568033000000000010e+00,-7.659999999999999708e-04,-5.042900000000000160e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.515790000000000859e+00,1.000000000000000000e+00,9.968139999999999779e-01,1.562931999999999988e+00,-7.770000000000000214e-04,-5.043899999999999773e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.616927999999999699e+00,1.000000000000000000e+00,9.967350000000000376e-01,1.557830999999999966e+00,-7.870000000000000476e-04,-5.045000000000000179e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.718066000000000315e+00,1.000000000000000000e+00,9.966549999999999576e-01,1.552728000000000108e+00,-7.979999999999999897e-04,-5.045999999999999791e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.819202999999999903e+00,1.000000000000000000e+00,9.965730000000000421e-01,1.547624000000000111e+00,-8.090000000000000403e-04,-5.047000000000000097e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.900114000000000303e+00,1.000000000000000000e+00,9.965079999999999494e-01,1.543539999999999912e+00,-8.170000000000000179e-04,-5.047900000000000303e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.001250999999999891e+00,1.000000000000000000e+00,9.964239999999999764e-01,1.538434000000000079e+00,-8.279999999999999600e-04,-5.048899999999999916e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.102389000000000507e+00,1.000000000000000000e+00,9.963400000000000034e-01,1.533327000000000107e+00,-8.390000000000000105e-04,-5.050000000000000322e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.203526999999999347e+00,1.000000000000000000e+00,9.962550000000000017e-01,1.528218999999999994e+00,-8.499999999999999526e-04,-5.051100000000000034e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.304664000000000712e+00,1.000000000000000000e+00,9.961680000000000534e-01,1.523109999999999964e+00,-8.610000000000000032e-04,-5.052199999999999747e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.405801999999999552e+00,1.000000000000000000e+00,9.960809999999999942e-01,1.518000000000000016e+00,-8.720000000000000537e-04,-5.053300000000000153e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.506938999999999140e+00,1.000000000000000000e+00,9.959919999999999884e-01,1.512888000000000011e+00,-8.829999999999999958e-04,-5.054399999999999865e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.608076999999999757e+00,1.000000000000000000e+00,9.959019999999999539e-01,1.507776000000000005e+00,-8.940000000000000464e-04,-5.055599999999999677e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.709215000000000373e+00,1.000000000000000000e+00,9.958110000000000017e-01,1.502661999999999942e+00,-9.060000000000000128e-04,-5.056700000000000084e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.810351999999999961e+00,1.000000000000000000e+00,9.957190000000000207e-01,1.497546999999999962e+00,-9.169999999999999549e-04,-5.057899999999999896e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.911490000000000578e+00,1.000000000000000000e+00,9.956249999999999822e-01,1.492431000000000063e+00,-9.280000000000000054e-04,-5.059000000000000302e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.001262799999999942e+01,1.000000000000000000e+00,9.955310000000000548e-01,1.487314000000000025e+00,-9.389999999999999476e-04,-5.060200000000000115e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.011376500000000078e+01,1.000000000000000000e+00,9.954349999999999588e-01,1.482196000000000069e+00,-9.510000000000000224e-04,-5.061399999999999927e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.021490299999999962e+01,1.000000000000000000e+00,9.953389999999999738e-01,1.477076000000000056e+00,-9.619999999999999645e-04,-5.062599999999999739e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.031604100000000024e+01,1.000000000000000000e+00,9.952410000000000423e-01,1.471954999999999902e+00,-9.740000000000000394e-04,-5.063800000000000245e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.041717799999999983e+01,1.000000000000000000e+00,9.951419999999999710e-01,1.466833000000000053e+00,-9.859999999999998974e-04,-5.065000000000000058e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.051831600000000044e+01,1.000000000000000000e+00,9.950409999999999533e-01,1.461710000000000065e+00,-9.970000000000000563e-04,-5.066299999999999970e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.061945399999999928e+01,1.000000000000000000e+00,9.949400000000000466e-01,1.456585000000000019e+00,-1.008999999999999914e-03,-5.067499999999999782e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.070036400000000043e+01,1.000000000000000000e+00,9.948580000000000201e-01,1.452485000000000026e+00,-1.018000000000000025e-03,-5.068500000000000089e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.080150100000000002e+01,1.000000000000000000e+00,9.947540000000000271e-01,1.447357999999999922e+00,-1.030000000000000100e-03,-5.069800000000000001e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.090263900000000064e+01,1.000000000000000000e+00,9.946500000000000341e-01,1.442229999999999901e+00,-1.041999999999999958e-03,-5.071099999999999913e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.100377699999999948e+01,1.000000000000000000e+00,9.945439999999999836e-01,1.437100999999999962e+00,-1.054000000000000032e-03,-5.072299999999999726e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.110491400000000084e+01,1.000000000000000000e+00,9.944359999999999866e-01,1.431969999999999965e+00,-1.066000000000000107e-03,-5.073600000000000332e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.120605199999999968e+01,1.000000000000000000e+00,9.943279999999999896e-01,1.426838000000000051e+00,-1.077999999999999965e-03,-5.075000000000000344e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.130719000000000030e+01,1.000000000000000000e+00,9.942180000000000462e-01,1.421704000000000079e+00,-1.090999999999999956e-03,-5.076300000000000257e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.140832699999999988e+01,1.000000000000000000e+00,9.941069999999999629e-01,1.416570000000000107e+00,-1.103000000000000031e-03,-5.077600000000000169e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.150946500000000050e+01,1.000000000000000000e+00,9.939949999999999619e-01,1.411434000000000077e+00,-1.115000000000000106e-03,-5.079000000000000181e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.161060299999999934e+01,1.000000000000000000e+00,9.938820000000000432e-01,1.406295999999999990e+00,-1.128000000000000096e-03,-5.080300000000000094e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.171174000000000071e+01,1.000000000000000000e+00,9.937669999999999559e-01,1.401156999999999986e+00,-1.139999999999999954e-03,-5.081700000000000106e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.181287799999999955e+01,1.000000000000000000e+00,9.936509999999999510e-01,1.396017000000000063e+00,-1.152999999999999945e-03,-5.083000000000000018e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.191401600000000016e+01,1.000000000000000000e+00,9.935340000000000282e-01,1.390876000000000001e+00,-1.165000000000000020e-03,-5.084400000000000031e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.201515299999999975e+01,1.000000000000000000e+00,9.934150000000000480e-01,1.385733000000000104e+00,-1.178000000000000011e-03,-5.085800000000000043e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.211629100000000037e+01,1.000000000000000000e+00,9.932959999999999567e-01,1.380587999999999926e+00,-1.191000000000000001e-03,-5.087200000000000055e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.221742899999999921e+01,1.000000000000000000e+00,9.931750000000000300e-01,1.375442000000000053e+00,-1.203999999999999992e-03,-5.088700000000000168e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.231856600000000057e+01,1.000000000000000000e+00,9.930520000000000458e-01,1.370295000000000041e+00,-1.216000000000000067e-03,-5.090100000000000180e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.241970399999999941e+01,1.000000000000000000e+00,9.929280000000000328e-01,1.365145999999999971e+00,-1.229000000000000058e-03,-5.091500000000000192e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.250061400000000056e+01,1.000000000000000000e+00,9.928289999999999615e-01,1.361026000000000069e+00,-1.240000000000000000e-03,-5.092700000000000005e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.260175199999999940e+01,1.000000000000000000e+00,9.927019999999999733e-01,1.355874999999999941e+00,-1.252999999999999991e-03,-5.094200000000000117e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.270288900000000076e+01,1.000000000000000000e+00,9.925749999999999851e-01,1.350721999999999978e+00,-1.265999999999999981e-03,-5.095600000000000129e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.280402699999999960e+01,1.000000000000000000e+00,9.924460000000000504e-01,1.345568000000000097e+00,-1.280000000000000105e-03,-5.097100000000000242e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.290516500000000022e+01,1.000000000000000000e+00,9.923159999999999759e-01,1.340411999999999937e+00,-1.293000000000000095e-03,-5.098599999999999660e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.300630199999999981e+01,1.000000000000000000e+00,9.921849999999999836e-01,1.335255000000000081e+00,-1.306000000000000086e-03,-5.100099999999999772e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.310744000000000042e+01,1.000000000000000000e+00,9.920520000000000449e-01,1.330095999999999945e+00,-1.319999999999999993e-03,-5.101599999999999885e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.320857799999999926e+01,1.000000000000000000e+00,9.919179999999999664e-01,1.324934999999999974e+00,-1.333999999999999899e-03,-5.103200000000000097e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.330971500000000063e+01,1.000000000000000000e+00,9.917820000000000524e-01,1.319773000000000085e+00,-1.347000000000000107e-03,-5.104700000000000210e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.341085299999999947e+01,1.000000000000000000e+00,9.916449999999999987e-01,1.314610000000000056e+00,-1.361000000000000014e-03,-5.106200000000000322e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.351199100000000008e+01,1.000000000000000000e+00,9.915070000000000272e-01,1.309444999999999970e+00,-1.374999999999999920e-03,-5.107799999999999840e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.361312799999999967e+01,1.000000000000000000e+00,9.913669999999999982e-01,1.304278000000000048e+00,-1.389000000000000044e-03,-5.109400000000000053e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.371426600000000029e+01,1.000000000000000000e+00,9.912260000000000515e-01,1.299109999999999987e+00,-1.402999999999999950e-03,-5.110900000000000165e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.381540399999999913e+01,1.000000000000000000e+00,9.910830000000000473e-01,1.293940000000000090e+00,-1.417000000000000074e-03,-5.112499999999999684e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.391654100000000049e+01,1.000000000000000000e+00,9.909390000000000143e-01,1.288767999999999914e+00,-1.430999999999999980e-03,-5.114099999999999896e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.401767899999999933e+01,1.000000000000000000e+00,9.907939999999999525e-01,1.283595000000000041e+00,-1.446000000000000020e-03,-5.115700000000000108e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.411881699999999995e+01,1.000000000000000000e+00,9.906470000000000553e-01,1.278419999999999890e+00,-1.459999999999999926e-03,-5.117399999999999727e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.421995399999999954e+01,1.000000000000000000e+00,9.904979999999999896e-01,1.273244000000000042e+00,-1.474999999999999966e-03,-5.118999999999999939e-02,0.000000000000000000e+00,0.000000000000000000e+00
